2e5a0919-0710-4126-8be9-f7955b0c7360;133;113;98;112;92;
2b0c8341-0f26-4442-a360-e055913e80a0;85;116;90;102;102;
1467638d-cce7-4a75-93f6-442df5ec076e;99;84;76;96;68;
b6cd9dea-0f39-4b98-8e95-fa11fa272819;70;106;49;83;117;
fc997239-e302-44ed-a3a3-2019463a6dc5;58;90;57;62;93;
7a5a8f0c-bbd7-4bee-9faf-3a886a8d4ce9;95;80;108;111;99;
fail 5 in turn: 46
45f9fa29-06d3-4648-939a-ed670e3c01c9;90;113;109;78;135;
8734ab4e-8715-4126-91ee-17376f469fa9;73;87;81;49;72;
3958e8e5-de49-4076-a04c-b54fdeaa7e66;69;108;62;105;85;
09975508-f6b5-4693-a12a-295a25ffb01e;76;133;114;104;105;
a65a92b8-a12b-47de-9ad2-81fc61e79734;81;51;80;101;91;
e5ded24b-962e-4e21-90b5-13c85dcabb56;106;66;96;88;109;
a86c413a-8d5a-4663-abc8-94e53fb97d7f;91;58;76;92;97;
fail 5 in turn: 42
eead389e-51e4-48d3-b68d-1554f351e1f2;80;84;113;95;94;
a20b50ad-28ba-4d80-8a0a-eab5f3b9fcaa;110;102;92;93;102;
62d57d73-ecaf-41e5-b601-771d30e5af3d;55;90;81;84;94;
a0c27a0f-3f83-43b4-8bd8-2ca55efbe69f;54;104;111;86;75;
d4a4a02a-37b4-465e-92da-377a778841b5;128;74;84;94;104;
ca925281-279b-4257-ac25-8ab09ecbe10e;86;117;60;98;79;
c484b8b0-7067-48dd-8354-3ea29601a52b;109;88;72;71;113;
7f1d2076-cdd3-44a8-b7c7-83fe465f970f;125;54;66;119;113;
3f5fc406-2155-4570-ba73-84b8735beeb3;54;98;127;121;109;
49a40f85-bfb8-4405-850d-0d9cab9836b5;74;89;87;94;104;
fail 5 in turn: 45
7a0d219b-ff97-4a52-a642-653e6d9deab7;71;142;92;78;124;
ab0c1bd2-0e23-4367-95b8-f17e016d4f38;85;110;113;94;124;
bdf4da69-33c7-4b70-b11f-24cf2977a898;83;87;64;94;93;
fail 5 in turn: 35
e819d039-b145-4fed-b002-72aeb679c29c;91;79;66;67;93;
32cb5b79-730e-42e3-a2e8-7ba3858ecca3;84;103;68;93;90;
ed304979-4305-4c67-9c0f-b17d5ca96970;112;91;83;66;80;
80c0a56a-5b09-4ad7-accd-dd625606a7c5;79;79;88;78;91;
6ed002be-34cd-4d96-ab35-954a9c77c3e6;53;108;92;98;88;
c6b86c95-e683-49b5-b0e7-e37ce5236351;124;127;114;93;111;
61285760-2df8-43fa-8215-68a01460be73;98;98;116;103;117;
f479cba8-6fc7-4865-93b1-5f80374766e1;77;129;86;118;111;
633bb1b8-2a02-4797-8f8e-c4585e8897bc;107;69;80;95;78;
2d962e90-56f4-451f-9a93-a72471c1f9ac;93;79;90;99;126;
652cd14c-52d6-4884-b22f-55663381d3ef;121;86;108;99;108;
5aeef718-b4d0-4028-afa6-3fd43fc75b5f;95;89;133;85;97;
6d4fc0a1-45db-4fd6-a073-db45e6dae198;71;96;93;111;115;
ae4bc229-9498-4148-8da2-02b768c18fac;41;127;97;49;89;
ca3938a4-f8bc-4ec6-bd7c-2a1c918b9373;80;105;91;85;104;
a379f7cc-dc88-4f65-87f9-e31bd3e58b09;91;84;107;64;104;
ac9d81dd-2580-4ad4-a234-18c86e7a14b8;76;89;119;83;110;
ff71a9a7-9b55-4022-8d55-2ce0c42d9a05;83;93;80;61;79;
acf29b66-6339-4f79-8659-ed96aa2b6e1a;79;66;81;70;104;
b74d9e53-a890-4c59-979b-10917b3eef03;89;65;69;62;71;
b661f274-fa8d-430c-af99-cf424000eb7b;100;75;96;135;89;
75c37b0b-0c52-4a7d-86a4-e1f797fa78bb;129;109;71;107;106;
86495b63-b189-4cd7-b60c-42c594ff7f84;95;71;67;71;76;
c6f8a478-b671-4465-95b2-3c3e79182145;104;99;90;116;122;
7baaf806-32db-40bc-8507-cd47bce44dbc;77;83;91;73;122;
8be29b49-cff5-498c-9f6e-6ca66e5ebaac;80;82;82;98;90;
730315e8-4304-49f4-939c-c8f94eddca19;92;94;66;111;115;
9407b789-77bc-4728-865c-4de74eb71dc3;107;62;91;83;118;
d0f85d24-c719-4c99-8e72-1fdb6ed71985;71;125;124;81;119;
d825da91-c722-4fc3-a290-1d0c126c2c8b;73;107;84;90;105;
